,,,,
Numpy,Applied patterns and advanced,"What is the result of the following expression? (★☆☆)
0 * np.nan
np.nan == np.nan
np.inf > np.nan
np.nan - np.nan
np.nan in set([np.nan])
0.3 == 3 * 0.1
Print the result.","print(0 * np.nan)
print(np.nan == np.nan)
print(np.inf > np.nan)
print(np.nan - np.nan)
print(np.nan in set([np.nan]))
print(0.3 == 3 * 0.1)",22,"nan
False
False
nan
True
False"
Numpy,Vectorization and broadcasting,"Normalize a 5x5 random matrix (★☆☆)
Print the result.","Z = np.random.random((5,5))
Z = (Z - np.mean (Z)) / (np.std (Z))
print(Z)",22,"[[ 0.52893663  1.06857029 -0.86650139 -0.57639068 -0.2588925 ]
 [-1.83496024 -1.06518312  0.45755049 -0.22892142  0.34772359]
 [-1.87448732  0.80076562  0.44797266  0.85034123  0.33909274]
 [-1.24016654 -0.72517537  1.51074523  1.72892268  0.61821021]
 [-0.11949262  1.40552524  0.29897438 -0.01526342 -1.59789637]]"
Numpy,Indexing and selection,"Create a 4x4 matrix of row indices (★☆☆)
Print the result.","Z = np.indices((4,4))[0]; print(Z)",22,"[[0 0 0 0]
 [1 1 1 1]
 [2 2 2 2]
 [3 3 3 3]]"
Numpy,Indexing and selection,"Given a 1D array, negate all elements which are between 3 and 8, in place. (★☆☆)
Print the result.","# Author: Evgeni Burovski

Z = np.arange(11)
Z[(3 < Z) & (Z < 8)] *= -1
print(Z)",26,[ 0  1  2  3 -4 -5 -6 -7  8  9 10]
Numpy,Core array literacy,"Consider a (6,7,8) shape array, what is the index (x,y,z) of the 100th element? (★☆☆)
Print the result.","print(np.unravel_index(99,(6,7,8)))",26,"(np.int64(1), np.int64(5), np.int64(3))"
Numpy,Indexing and selection,"Find unique values and counts in an array (★☆☆)
Print the result.","Z = np.array([1,2,2,3,3,3]); vals, cnts = np.unique(Z, return_counts=True); print(vals, cnts)",20,[1 2 3] [1 2 3]
Numpy,Vectorization and broadcasting,"Center a 3x3 matrix by subtracting its mean (★☆☆)
Print the result.","Z = np.random.random((3,3)); Z = Z - Z.mean(); print(Z)",20,"[[ 0.21936346  0.13127684 -0.48393371]
 [ 0.19049139  0.08942673  0.17334346]
 [ 0.16389669  0.09502324 -0.5788881 ]]"
Numpy,Core array literacy,"Create a 5x5 strict lower triangular matrix of ones (★☆☆)
Print the result.","Z = np.tril(np.ones((5,5)), k=-1); print(Z)",20,"[[0. 0. 0. 0. 0.]
 [1. 0. 0. 0. 0.]
 [1. 1. 0. 0. 0.]
 [1. 1. 1. 0. 0.]
 [1. 1. 1. 1. 0.]]"
Numpy,Indexing and selection,"How to add a border (filled with 0's) around an existing array? (★☆☆)
Print the result.","Z = np.ones((5,5))
Z = np.pad(Z, pad_width=1, mode='constant', constant_values=0)
print(Z)

# Using fancy indexing
Z[:, [0, -1]] = 0
Z[[0, -1], :] = 0
print(Z)",20,"[[0. 0. 0. 0. 0. 0. 0.]
 [0. 1. 1. 1. 1. 1. 0.]
 [0. 1. 1. 1. 1. 1. 0.]
 [0. 1. 1. 1. 1. 1. 0.]
 [0. 1. 1. 1. 1. 1. 0.]
 [0. 1. 1. 1. 1. 1. 0.]
 [0. 0. 0. 0. 0. 0. 0.]]
[[0. 0. 0. 0. 0. 0. 0.]
 [0. 1. 1. 1. 1. 1. 0.]
 [0. 1. 1. 1. 1. 1. 0.]
 [0. 1. 1. 1. 1. 1. 0.]
 [0. 1. 1. 1. 1. 1. 0.]
 [0. 1. 1. 1. 1. 1. 0.]
 [0. 0. 0. 0. 0. 0. 0.]]"
Numpy,Core array literacy,"Replace NaNs with zero (★☆☆)
Print the result.","Z = np.array([0.0, np.nan, 1.0]); Z = np.nan_to_num(Z, nan=0.0); print(Z)",20,[0. 0. 1.]
Numpy,Core array literacy,"Get real and imaginary parts of complex array (★☆☆)
Print the result.","Z = np.array([1+2j, 3+4j]); print(np.real(Z), np.imag(Z))",20,[1. 3.] [2. 4.]
Numpy,Applied patterns and advanced,"What is the output of the following script? (★☆☆)
# Author: Jake VanderPlas

print(sum(range(5),-1))
from numpy import *
print(sum(range(5),-1))","# Author: Jake VanderPlas

print(sum(range(5),-1))
from numpy import *
print(sum(range(5),-1))",28,"9
10"
Numpy,Applied patterns and advanced,"Consider an integer vector Z, which of these expressions are legal? (★☆☆)
Z**Z
2 << Z >> 2
Z <- Z
1j*Z
Z/1/1
Z<Z>Z
Print the result.","Z**Z
2 << Z >> 2
Z <- Z
1j*Z
Z/1/1
Z<Z>Z",28,"[ERROR] Traceback (most recent call last):
  File ""<string>"", line 2, in <module>
NameError: name 'Z' is not defined"
Numpy,Indexing and selection,"Compute differences along rows of a 3x3 matrix (★☆☆)
Print the result.","Z = np.arange(9).reshape(3,3); print(np.diff(Z, axis=1))",18,"[[1 1]
 [1 1]
 [1 1]]"
Numpy,Vectorization and broadcasting,"Flatten a 3x4 matrix in column-major order (★☆☆)
Print the result.","Z = np.arange(12).reshape(3,4); print(Z.flatten('F'))",18,[ 0  4  8  1  5  9  2  6 10  3  7 11]
Numpy,Core array literacy,"Replace the maximum of a random vector with 0 (★☆☆)
Print the result.",Z = np.random.random(10); Z[Z.argmax()] = 0; print(Z),18,"[0.47574857 0.94318884 0.17651576 0.81866012 0.17983904 0.55808314
 0.46369884 0.54385119 0.         0.1807641 ]"
Numpy,Core array literacy,"Swap the first and last rows of a 3x3 matrix (★☆☆)
Print the result.","Z = np.arange(9).reshape(3,3); Z[[0,2]] = Z[[2,0]]; print(Z)",18,"[[6 7 8]
 [3 4 5]
 [0 1 2]]"
Numpy,Core array literacy,"Create a 10x10 array with random values and find the minimum and maximum values (★☆☆)
Print the result.","Z = np.random.random((10,10))
Zmin, Zmax = Z.min(), Z.max()
print(Zmin, Zmax)",18,0.0023942929669520385 0.9883593991580394
Numpy,Indexing and selection,"Create a 2d array with 1 on the border and 0 inside (★☆☆)
Print the result.","Z = np.ones((10,10))
Z[1:-1,1:-1] = 0
print(Z)",18,"[[1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]
 [1. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
 [1. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
 [1. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
 [1. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
 [1. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
 [1. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
 [1. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
 [1. 0. 0. 0. 0. 0. 0. 0. 0. 1.]
 [1. 1. 1. 1. 1. 1. 1. 1. 1. 1.]]"
Numpy,Core array literacy,"Create a random vector of size 30 and find the mean value (★☆☆)
Print the result.","Z = np.random.random(30)
m = Z.mean()
print(m)",18,0.53640139985914
Numpy,Core array literacy,"Create meshgrid for x=[0,1,2], y=[0,1] (★☆☆)
Print the result.","x, y = np.meshgrid(np.arange(3), np.arange(2)); print(x); print(y)",18,"[[0 1 2]
 [0 1 2]]
[[0 0 0]
 [1 1 1]]"
Numpy,Core array literacy,"Swap the first and last columns of a 3x3 matrix (★☆☆)
Print the result.","Z = np.arange(9).reshape(3,3); Z[:,[0,2]] = Z[:,[2,0]]; print(Z)",18,"[[2 1 0]
 [5 4 3]
 [8 7 6]]"
Numpy,Core array literacy,"Create a 5x5 upper triangular matrix of ones (★☆☆)
Print the result.","Z = np.triu(np.ones((5,5))); print(Z)",18,"[[1. 1. 1. 1. 1.]
 [0. 1. 1. 1. 1.]
 [0. 0. 1. 1. 1.]
 [0. 0. 0. 1. 1.]
 [0. 0. 0. 0. 1.]]"
Numpy,Core array literacy,"Check if any element is NaN (★☆☆)
Print the result.","Z = np.array([0.0, np.nan, 1.0]); print(np.isnan(Z).any())",18,True
Numpy,Applied patterns and advanced,"What are the result of the following expressions? (★☆☆)
np.array(0) / np.array(0)
np.array(0) // np.array(0)
np.array([np.nan]).astype(int).astype(float)
Print the result.","print(np.array(0) / np.array(0))
print(np.array(0) // np.array(0))
print(np.array([np.nan]).astype(int).astype(float))",30,"nan
0
[-9.22337204e+18]"
Numpy,Core array literacy,"Tile [1,2,3] three times (★☆☆)
Print the result.","Z = np.array([1,2,3]); print(np.tile(Z, 3))",16,[1 2 3 1 2 3 1 2 3]
Numpy,Core array literacy,"Repeat each element of [1,2,3] three times (★☆☆)
Print the result.","Z = np.array([1,2,3]); print(np.repeat(Z, 3))",16,[1 1 1 2 2 2 3 3 3]
Numpy,Core array literacy,"Reshape a vector of size 12 to shape (2,2,3) (★☆☆)
Print the result.","Z = np.arange(12).reshape(2,2,3); print(Z.shape)",16,"(2, 2, 3)"
Numpy,Vectorization and broadcasting,"Compute dot product of two length-3 random vectors (★☆☆)
Print the result.","a = np.random.random(3); b = np.random.random(3); print(np.dot(a,b))",16,0.619317506745586
Numpy,Indexing and selection,"Index of the minimum in a random vector (★☆☆)
Print the result.",Z = np.random.random(10); print(Z.argmin()),16,8
Numpy,Core array literacy,"How to get the documentation of the numpy add function from the command line? (★☆☆)
Print the result.","%run `python -c ""import numpy; numpy.info(numpy.add)""`",16,"[ERROR] File ""<string>"", line 2
    %run `python -c ""import numpy; numpy.info(numpy.add)""`
    ^
SyntaxError: invalid syntax"
Numpy,Indexing and selection,"Find indices of non-zero elements from [1,2,0,0,4,0] (★☆☆)
Print the result.","nz = np.nonzero([1,2,0,0,4,0])
print(nz)",16,"(array([0, 1, 4]),)"
Numpy,Core array literacy,"Create zeros_like an existing (2,3,4) array (★☆☆)
Print the result.","a = np.empty((2,3,4)); Z = np.zeros_like(a); print(Z.shape)",16,"(2, 3, 4)"
Numpy,Core array literacy,"Create a 3x3x3 array with random values (★☆☆)
Print the result.","Z = np.random.random((3,3,3))
print(Z)",16,"[[[0.38405161 0.39712299 0.88449136]
  [0.12672671 0.93825344 0.38776081]
  [0.62859974 0.26609589 0.58898664]]

 [[0.92227792 0.15219338 0.7566384 ]
  [0.60577162 0.1097569  0.01551242]
  [0.46076452 0.38069121 0.08818755]]

 [[0.44448478 0.04066118 0.79337226]
  [0.09948202 0.17218629 0.04788884]
  [0.00430341 0.05953571 0.27682031]]]"
Numpy,Vectorization and broadcasting,"Element-wise maximum of two arrays (★☆☆)
Print the result.","a = np.array([1,5,3]); b = np.array([2,4,3]); print(np.maximum(a,b))",16,[2 5 3]
Numpy,Applied patterns and advanced,"Is the following expressions true? (★☆☆)
np.sqrt(-1) == np.emath.sqrt(-1)
Print the result.",np.sqrt(-1) == np.emath.sqrt(-1),32,
Numpy,Applied patterns and advanced,"How to ignore all numpy warnings (not recommended)? (★☆☆)
Print the result.","# Suicide mode on
defaults = np.seterr(all=""ignore"")
Z = np.ones(1) / 0

# Back to sanity
_ = np.seterr(**defaults)

# Equivalently with a context manager
with np.errstate(all=""ignore""):
    np.arange(3) / 0",32,
Numpy,Core array literacy,"Create a 3x3 matrix with values ranging from 0 to 8 (★☆☆)
Print the result.","Z = np.arange(9).reshape(3, 3)
print(Z)",14,"[[0 1 2]
 [3 4 5]
 [6 7 8]]"
Numpy,Core array literacy,"Create a 3x3 matrix with diagonal values 1,2,3 (★☆☆)
Print the result.",Z = np.diag(1 + np.arange(3)); print(Z),14,"[[1 0 0]
 [0 2 0]
 [0 0 3]]"
Numpy,Vectorization and broadcasting,"Set odd indices of a vector 0..9 to -1 (★☆☆)
Print the result.",Z = np.arange(10); Z[1::2] = -1; print(Z),14,[ 0 -1  2 -1  4 -1  6 -1  8 -1]
Numpy,Core array literacy,"Remove fractional parts from a float array (★☆☆)
Print the result.","Z = np.array([1.2, 3.7, -0.3]); print(np.floor(Z))",14,[ 1.  3. -1.]
Numpy,Core array literacy,"Create a 4x4 matrix with 2s on the diagonal (★☆☆)
Print the result.",Z = np.eye(4) * 2; print(Z),14,"[[2. 0. 0. 0.]
 [0. 2. 0. 0.]
 [0. 0. 2. 0.]
 [0. 0. 0. 2.]]"
Numpy,Core array literacy,"How to find the memory size of any array (★☆☆)
Print the result.","Z = np.zeros((10,10))
print(""%d bytes"" % (Z.size * Z.itemsize))

# Simpler alternative
print(""%d bytes"" % Z.nbytes)",14,"800 bytes
800 bytes"
Numpy,Indexing and selection,"Count the number of True values in a boolean array (★☆☆)
Print the result.","Z = np.array([True, False, True, True]); print(np.count_nonzero(Z))",12,3
Numpy,Core array literacy,"Generate 5 evenly spaced numbers from 0 to 1 (★☆☆)
Print the result.","Z = np.linspace(0, 1, 5); print(Z)",12,[0.   0.25 0.5  0.75 1.  ]
Numpy,Core array literacy,"Convert degrees to radians for [0,90,180] (★☆☆)
Print the result.","print(np.deg2rad([0,90,180]))",12,[0.         1.57079633 3.14159265]
Numpy,Applied patterns and advanced,"How to get all the dates corresponding to the month of July 2016? (★★☆)
Print the result.","Z = np.arange('2016-07', '2016-08', dtype='datetime64[D]')
print(Z)",40,"['2016-07-01' '2016-07-02' '2016-07-03' '2016-07-04' '2016-07-05'
 '2016-07-06' '2016-07-07' '2016-07-08' '2016-07-09' '2016-07-10'
 '2016-07-11' '2016-07-12' '2016-07-13' '2016-07-14' '2016-07-15'
 '2016-07-16' '2016-07-17' '2016-07-18' '2016-07-19' '2016-07-20'
 '2016-07-21' '2016-07-22' '2016-07-23' '2016-07-24' '2016-07-25'
 '2016-07-26' '2016-07-27' '2016-07-28' '2016-07-29' '2016-07-30'
 '2016-07-31']"
Numpy,Core array literacy,"Consider a generator function that generates 10 integers and use it to build an array (★☆☆)
Print the result.","def generate():
    for x in range(10):
        yield x
Z = np.fromiter(generate(),dtype=float,count=-1)
print(Z)",42,[0. 1. 2. 3. 4. 5. 6. 7. 8. 9.]
Numpy,Core array literacy,How to print all the values of an array? (★★☆),"np.set_printoptions(threshold=float(""inf""))
Z = np.zeros((40,40))
print(Z)",44,"[[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
  0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.]]"
Numpy,Core array literacy,"Create a random vector of size 10 and sort it (★★☆)
Print the result.","Z = np.random.random(10)
Z.sort()
print(Z)",46,"[0.16992849 0.18833719 0.2267247  0.48070648 0.53760859 0.59427194
 0.59700102 0.63698946 0.73558225 0.90656448]"
Numpy,Vectorization and broadcasting,"How to compute ((A+B)*(-A/2)) in place (without copy)? (★★☆)
Print the result.","A = np.ones(3)*1
B = np.ones(3)*2
np.add(A,B,out=B)
np.divide(A,2,out=A)
np.negative(A,out=A)
np.multiply(A,B,out=A)
print(A)",48,[-1.5 -1.5 -1.5]
Numpy,Vectorization and broadcasting,"Create a 5x5 matrix with row values ranging from 0 to 4 (★★☆)
Print the result.","Z = np.zeros((5,5))
Z += np.arange(5)
print(Z)

# without broadcasting
Z = np.tile(np.arange(0, 5), (5,1))
print(Z)",50,"[[0. 1. 2. 3. 4.]
 [0. 1. 2. 3. 4.]
 [0. 1. 2. 3. 4.]
 [0. 1. 2. 3. 4.]
 [0. 1. 2. 3. 4.]]
[[0 1 2 3 4]
 [0 1 2 3 4]
 [0 1 2 3 4]
 [0 1 2 3 4]
 [0 1 2 3 4]]"
Numpy,Indexing and selection,"How to find the closest value (to a given scalar) in a vector? (★★☆)
Print the result.","Z = np.arange(100)
v = np.random.uniform(0,100)
index = (np.abs(Z-v)).argmin()
print(Z[index])",50,63
Numpy,Vectorization and broadcasting,"How to sum a small array faster than np.sum? (★★☆)
Print the result.","# Author: Evgeni Burovski

Z = np.arange(10)
print(np.add.reduce(Z))",50,45
